Sn,movie_title,director_name,genres,imdb_score,budget
320,In the Heart of the Sea,Ron Howard,Action|Adventure|Biography|Drama|History|Thriller,7,100000000
321,The Adventures of Pluto Nash,Ron Underwood,Action|Comedy|Sci-Fi,3.8,100000000
322,Green Zone,Paul Greengrass,Action|Drama|Thriller|War,6.9,100000000
323,The Peanuts Movie,Steve Martino,Adventure|Animation|Comedy|Family,7.2,99000000
324,The Spanish Prisoner,David Mamet,Drama|Mystery|Thriller,7.3,10000000
325,The Mummy Returns,Stephen Sommers,Action|Adventure|Fantasy|Thriller,6.3,98000000
326,Gangs of New York,Martin Scorsese,Crime|Drama,7.5,100000000
327,The Flowers of War,Yimou Zhang,Drama|History|Romance|War,7.6,94000000
328,Surf's Up,Ash Brannon,Animation|Comedy|Family|Sport,6.8,100000000
329,The Stepford Wives,Frank Oz,Comedy|Sci-Fi|Thriller,5.2,90000000
330,Black Hawk Down,Ridley Scott,Drama|History|War,7.7,92000000
331,The Campaign,Jay Roach,Comedy,6.2,95000000
332,The Fifth Element,Luc Besson,Action|Adventure|Sci-Fi,7.7,93000000
333,Sex and the City 2,Michael Patrick King,Comedy|Drama|Romance,4.3,100000000
334,The Road to El Dorado,Bibo Bergeron,Adventure|Animation|Comedy|Family|Romance,6.9,95000000
335,Ice Age: Continental Drift,Steve Martino,Adventure|Animation|Comedy|Family,6.6,95000000
336,Cinderella,Kenneth Branagh,Drama|Family|Fantasy|Romance,7,95000000
337,The Lovely Bones,Peter Jackson,Drama|Fantasy|Thriller,6.7,65000000
338,Finding Nemo,Andrew Stanton,Adventure|Animation|Comedy|Family,8.2,94000000
339,The Lord of the Rings: The Return of the King,Peter Jackson,Action|Adventure|Drama|Fantasy,8.9,94000000
340,The Lord of the Rings: The Two Towers,Peter Jackson,Action|Adventure|Drama|Fantasy,8.7,94000000
341,Seventh Son,Sergey Bodrov,Action|Adventure|Fantasy,5.5,95000000
342,Lara Croft: Tomb Raider,Simon West,Action|Adventure|Fantasy|Thriller,5.7,115000000
343,Transcendence,Wally Pfister,Drama|Mystery|Romance|Sci-Fi|Thriller,6.3,100000000
344,Jurassic Park III,Joe Johnston,Action|Adventure|Sci-Fi|Thriller,5.9,93000000
345,Rise of the Planet of the Apes,Rupert Wyatt,Action|Drama|Sci-Fi|Thriller,7.6,93000000
346,The Spiderwick Chronicles,Mark Waters,Adventure|Family|Fantasy,6.6,90000000
347,A Good Day to Die Hard,John Moore,Action|Thriller,5.3,92000000
348,The Alamo,John Lee Hancock,Drama|History|War|Western,6,107000000
349,The Incredibles,Brad Bird,Action|Adventure|Animation|Family,8,92000000
350,Cutthroat Island,Renny Harlin,Action|Adventure|Comedy,5.6,98000000
351,Percy Jackson & the Olympians: The Lightning Thief,Chris Columbus,Adventure|Family|Fantasy,5.9,95000000
352,Men in Black,Barry Sonnenfeld,Adventure|Comedy|Family|Mystery|Sci-Fi,7.3,90000000
353,Toy Story 2,John Lasseter,Adventure|Animation|Comedy|Family|Fantasy,7.9,90000000
354,Unstoppable,Tony Scott,Action|Thriller,6.8,100000000
355,Rush Hour 2,Brett Ratner,Action|Comedy|Crime|Thriller,6.6,90000000
356,What Lies Beneath,Robert Zemeckis,Drama|Fantasy|Horror|Mystery|Thriller,6.6,100000000
357,Cloudy with a Chance of Meatballs,Phil Lord,Animation|Comedy|Family|Sci-Fi,7,100000000
358,Ice Age: Dawn of the Dinosaurs,Carlos Saldanha,Action|Adventure|Animation|Comedy|Family,7,90000000
359,The Secret Life of Walter Mitty,Ben Stiller,Adventure|Comedy|Drama|Fantasy|Romance,7.3,90000000
360,Charlie's Angels,McG,Action|Adventure|Comedy|Crime|Thriller,5.5,92000000
361,The Departed,Martin Scorsese,Crime|Drama|Thriller,8.5,90000000
362,Mulan,Tony Bancroft,Adventure|Animation|Family|Fantasy|Musical|War,7.5,90000000
363,Tropic Thunder,Ben Stiller,Action|Comedy,7,92000000
364,The Girl with the Dragon Tattoo,David Fincher,Crime|Drama|Mystery|Thriller,7.8,90000000
365,Die Hard with a Vengeance,John McTiernan,Action|Adventure|Thriller,7.6,90000000
366,Sherlock Holmes,Guy Ritchie,Action|Adventure|Crime|Mystery|Thriller,7.6,90000000
368,Atlantis: The Lost Empire,Gary Trousdale,Action|Adventure|Animation|Family|Fantasy|Sci-Fi,6.8,120000000
369,Alvin and the Chipmunks: The Road Chip,Walt Becker,Adventure|Animation|Comedy|Family|Fantasy|Music,5,90000000
370,Valkyrie,Bryan Singer,Drama|History|Thriller|War,7.1,75000000
371,You Don't Mess with the Zohan,Dennis Dugan,Action|Comedy,5.5,90000000
372,Pixels,Chris Columbus,Action|Animation|Comedy|Sci-Fi,5.6,88000000
373,A.I. Artificial Intelligence,Steven Spielberg,Adventure|Drama|Sci-Fi,7.1,100000000
374,The Haunted Mansion,Rob Minkoff,Comedy|Family|Fantasy|Horror|Mystery,4.9,90000000
375,Contact,Robert Zemeckis,Drama|Mystery|Sci-Fi|Thriller,7.4,90000000
376,Hollow Man,Paul Verhoeven,Action|Horror|Sci-Fi|Thriller,5.7,95000000
377,The Interpreter,Sydney Pollack,Crime|Mystery|Thriller,6.4,80000000
378,Percy Jackson: Sea of Monsters,Thor Freudenthal,Adventure|Family|Fantasy,5.9,90000000
379,Lara Croft Tomb Raider: The Cradle of Life,Jan de Bont,Action|Adventure|Fantasy,5.5,95000000
380,Now You See Me 2,Jon M. Chu,Action|Adventure|Comedy|Crime|Mystery|Thriller,6.9,90000000
381,The Saint,Phillip Noyce,Action|Adventure|Romance|Sci-Fi|Thriller,6.2,68000000
382,Spy Game,Tony Scott,Action|Crime|Thriller,7,92000000
383,Mission to Mars,Brian De Palma,Adventure|Sci-Fi|Thriller,5.6,90000000
384,Rio,Carlos Saldanha,Adventure|Animation|Comedy|Family|Musical,7,90000000
385,Bicentennial Man,Chris Columbus,Comedy|Drama|Sci-Fi,6.8,100000000
386,Volcano,Mick Jackson,Action|Drama|Sci-Fi|Thriller,5.4,90000000
387,The Devil's Own,Alan J. Pakula,Action|Crime|Drama|Thriller,6.1,86000000
388,K-19: The Widowmaker,Kathryn Bigelow,Drama|History|Thriller|War,6.7,100000000
389,Fantastic Four,Josh Trank,Action|Adventure|Sci-Fi,4.3,120000000
390,Conan the Barbarian,John Milius,Adventure|Fantasy,6.9,20000000
391,Cinderella Man,Ron Howard,Biography|Drama|Sport,8,88000000
392,The Nutcracker in 3D,Andrey Konchalovskiy,Action|Family|Fantasy|Musical,4.4,90000000
393,Seabiscuit,Gary Ross,Drama|History|Sport,7.3,87000000
394,Twister,Jan de Bont,Action|Adventure|Drama|Thriller,6.3,92000000
395,The Fast and the Furious,Rob Cohen,Action|Crime|Thriller,6.7,38000000
396,Cast Away,Robert Zemeckis,Adventure|Drama|Romance,7.7,90000000
397,Happy Feet,George Miller,Animation|Comedy|Family|Music|Romance,6.5,100000000
398,The Bourne Supremacy,Paul Greengrass,Action|Mystery|Thriller,7.8,75000000
399,Air Force One,Wolfgang Petersen,Action|Adventure|Drama|Thriller,6.4,85000000
400,Ocean's Eleven,Steven Soderbergh,Crime|Thriller,7.8,85000000
401,The Three Musketeers,Paul W.S. Anderson,Action|Adventure|Romance,5.8,75000000
402,Hotel Transylvania,Genndy Tartakovsky,Animation|Comedy|Family|Fantasy,7.1,85000000
403,Enchanted,Kevin Lima,Animation|Comedy|Family|Fantasy|Musical|Romance,7.1,85000000
405,Safe House,Daniel Espinosa,Action|Crime|Mystery|Thriller,6.8,85000000
406,102 Dalmatians,Kevin Lima,Adventure|Comedy|Family,4.8,85000000
407,Tower Heist,Brett Ratner,Action|Comedy|Crime,6.2,75000000
408,The Holiday,Nancy Meyers,Comedy|Romance,6.9,85000000
409,Enemy of the State,Tony Scott,Action|Crime|Drama|Mystery|Thriller,7.3,90000000
410,It's Complicated,Nancy Meyers,Comedy|Drama|Romance,6.6,85000000
411,Ocean's Thirteen,Steven Soderbergh,Crime|Thriller,6.9,85000000
412,Open Season,Roger Allers,Adventure|Animation|Comedy|Family,6.2,85000000
413,Divergent,Neil Burger,Adventure|Mystery|Sci-Fi,6.7,85000000
414,Enemy at the Gates,Jean-Jacques Annaud,Drama|History|War,7.6,68000000
415,The Rundown,Peter Berg,Action|Adventure|Comedy|Thriller,6.7,85000000
416,Last Action Hero,John McTiernan,Action|Adventure|Comedy|Fantasy,6.2,70000000
417,Memoirs of a Geisha,Rob Marshall,Drama|Romance,7.3,85000000
418,The Fast and the Furious: Tokyo Drift,Justin Lin,Action|Crime|Thriller,6,85000000
419,Arthur Christmas,Sarah Smith,Adventure|Animation|Comedy|Family|Fantasy,7.1,100000000
420,Meet Joe Black,Martin Brest,Drama|Fantasy|Romance,7.1,90000000
421,Collateral Damage,Andrew Davis,Action|Drama|Thriller,5.5,85000000
423,Mirror Mirror,Tarsem Singh,Adventure|Comedy|Drama|Family|Fantasy,5.6,85000000
424,Scott Pilgrim vs. the World,Edgar Wright,Action|Comedy|Fantasy|Romance,7.5,60000000
425,The Core,Jon Amiel,Action|Adventure|Sci-Fi|Thriller,5.4,60000000
426,Nutty Professor II: The Klumps,Peter Segal,Comedy|Romance|Sci-Fi,4.3,65000000
427,Scooby-Doo,Raja Gosnell,Adventure|Comedy|Mystery,4.9,84000000
428,Dredd,Pete Travis,Action|Sci-Fi,7.1,35000000
429,Click,Frank Coraci,Comedy|Drama|Fantasy|Romance,6.4,70000000
431,Cats & Dogs: The Revenge of Kitty Galore,Brad Peyton,Action|Comedy|Family|Fantasy,4.3,85000000
432,Jumper,Doug Liman,Action|Adventure|Sci-Fi|Thriller,6.1,85000000
433,Hellboy II: The Golden Army,Guillermo del Toro,Action|Adventure|Fantasy|Horror|Sci-Fi,7,85000000
434,Zodiac,David Fincher,Crime|Drama|History|Mystery|Thriller,7.7,65000000
435,The 6th Day,Roger Spottiswoode,Action|Mystery|Sci-Fi|Thriller,5.9,82000000
436,Bruce Almighty,Tom Shadyac,Comedy|Drama,6.7,81000000
437,The Expendables,Sylvester Stallone,Action|Adventure|Thriller,6.5,80000000
438,Mission: Impossible,Brian De Palma,Action|Adventure|Thriller,7.1,80000000
439,The Hunger Games,Gary Ross,Adventure|Drama|Sci-Fi|Thriller,7.3,78000000
440,The Hangover Part II,Todd Phillips,Comedy,6.5,80000000
441,Batman Returns,Tim Burton,Action,7,80000000
442,Over the Hedge,Tim Johnson,Adventure|Animation|Comedy|Family,6.8,80000000
443,Lilo & Stitch,Dean DeBlois,Adventure|Animation|Comedy|Drama|Family|Fantasy|Sci-Fi,7.2,80000000
445,Deep Impact,Mimi Leder,Action|Drama|Romance|Sci-Fi|Thriller,6.1,75000000
446,RED 2,Dean Parisot,Action|Comedy|Crime|Thriller,6.7,84000000
447,The Longest Yard,Peter Segal,Comedy|Crime|Sport,6.4,82000000
448,Alvin and the Chipmunks: Chipwrecked,Mike Mitchell,Adventure|Animation|Comedy|Family|Fantasy|Music,4.4,75000000
449,Grown Ups 2,Dennis Dugan,Comedy,5.4,80000000
450,Get Smart,Peter Segal,Action|Adventure|Comedy,6.5,80000000
451,Something's Gotta Give,Nancy Meyers,Comedy|Drama|Romance,6.7,80000000
452,Shutter Island,Martin Scorsese,Mystery|Thriller,8.1,80000000
453,Four Christmases,Seth Gordon,Comedy|Drama|Romance,5.6,80000000
454,Robots,Chris Wedge,Adventure|Animation|Comedy|Family|Sci-Fi,6.3,75000000
455,Face/Off,John Woo,Action|Crime|Sci-Fi|Thriller,7.3,80000000
456,Bedtime Stories,Adam Shankman,Comedy|Family|Fantasy|Romance,6.1,80000000
457,Road to Perdition,Sam Mendes,Crime|Drama|Thriller,7.7,80000000
458,Just Go with It,Dennis Dugan,Comedy|Romance,6.4,80000000
460,Con Air,Simon West,Action|Crime|Thriller,6.8,75000000
461,Eagle Eye,D.J. Caruso,Action|Mystery|Thriller,6.6,80000000
462,Cold Mountain,Anthony Minghella,Adventure|Drama|History|Romance|War,7.2,79000000
463,The Book of Eli,Albert Hughes,Action|Adventure|Drama|Thriller,6.9,80000000
464,Flubber,Les Mayfield,Comedy|Family|Sci-Fi,5.2,80000000
465,The Haunting,Jan de Bont,Fantasy|Horror|Mystery|Thriller,4.9,80000000
466,Space Jam,Joe Pytka,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi|Sport,6.3,80000000
467,The Pink Panther,Shawn Levy,Adventure|Comedy|Crime|Family|Mystery,5.6,65000000
468,The Day the Earth Stood Still,Scott Derrickson,Drama|Sci-Fi|Thriller,5.5,80000000
469,Conspiracy Theory,Richard Donner,Action|Crime|Mystery|Romance|Thriller,6.7,75000000
470,Fury,David Ayer,Action|Drama|War,7.6,68000000
471,Six Days Seven Nights,Ivan Reitman,Action|Adventure|Comedy|Romance,5.7,70000000
472,Yogi Bear,Eric Brevig,Adventure|Animation|Comedy|Family,4.6,80000000
473,Spirit: Stallion of the Cimarron,Kelly Asbury,Adventure|Animation|Family|Western,7,80000000
474,Zookeeper,Frank Coraci,Comedy|Family|Romance,5.2,80000000
475,Lost in Space,Stephen Hopkins,Action|Adventure|Family|Sci-Fi|Thriller,5.1,80000000
476,The Manchurian Candidate,Jonathan Demme,Drama|Mystery|Sci-Fi|Thriller,6.6,80000000
478,Hotel Transylvania 2,Genndy Tartakovsky,Animation|Comedy|Family|Fantasy,6.7,80000000
480,Fantasia 2000,James Algar,Animation|Family|Fantasy|Music,7.3,80000000
481,The Time Machine,Simon Wells,Action|Adventure|Sci-Fi,5.9,80000000
482,Mighty Joe Young,Ron Underwood,Action|Adventure|Family|Fantasy|Thriller,5.6,90000000
483,Swordfish,Dominic Sena,Action|Crime|Thriller,6.5,80000000
484,The Legend of Zorro,Martin Campbell,Action|Adventure|Western,5.9,75000000
485,What Dreams May Come,Vincent Ward,Drama|Fantasy|Romance,7,85000000
486,Little Nicky,Steven Brill,Comedy|Fantasy,5.3,80000000
487,The Brothers Grimm,Terry Gilliam,Action|Adventure|Comedy|Fantasy|Thriller,5.9,88000000
488,Mars Attacks!,Tim Burton,Action|Comedy|Sci-Fi,6.3,70000000
491,Surrogates,Jonathan Mostow,Action|Sci-Fi|Thriller,6.3,80000000
492,Thirteen Days,Roger Donaldson,Drama|History|Thriller,7.3,80000000
493,Daylight,Rob Cohen,Action|Adventure|Drama|Thriller,5.8,80000000
494,Walking with Dinosaurs 3D,Barry Cook,Adventure|Animation|Family,5.2,80000000
495,Battlefield Earth,Roger Christian,Action|Adventure|Sci-Fi,2.4,44000000
496,Looney Tunes: Back in Action,Joe Dante,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,5.7,80000000
497,Nine,Rob Marshall,Drama|Musical|Romance,5.8,80000000
498,Timeline,Richard Donner,Action|Adventure|Sci-Fi,5.6,80000000
499,The Postman,Kevin Costner,Action|Adventure|Drama|Sci-Fi,6,80000000
500,Babe: Pig in the City,George Miller,Adventure|Comedy|Drama|Family|Fantasy,5.8,80000000
501,The Last Witch Hunter,Breck Eisner,Action|Adventure|Fantasy,6,90000000
502,Red Planet,Antony Hoffman,Action|Sci-Fi|Thriller,5.7,70000000
503,Arthur and the Invisibles,Luc Besson,Adventure|Animation|Family|Fantasy,6,86000000
504,Oceans,Jacques Perrin,Documentary|Drama,7.8,40000000
505,A Sound of Thunder,Peter Hyams,Action|Adventure|Horror|Sci-Fi|Thriller,4.2,52000000
506,Pompeii,Paul W.S. Anderson,Action|Adventure|Drama|History|Romance,5.6,80000000
508,A Beautiful Mind,Ron Howard,Biography|Drama,8.2,58000000
509,The Lion King,Roger Allers,Adventure|Animation|Drama|Family|Musical,8.5,45000000
510,Journey 2: The Mysterious Island,Brad Peyton,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,5.8,79000000
511,Cloudy with a Chance of Meatballs 2,Cody Cameron,Animation|Comedy|Family|Fantasy|Sci-Fi,6.5,78000000
512,Red Dragon,Brett Ratner,Crime|Drama|Thriller,7.2,78000000
513,Hidalgo,Joe Johnston,Action|Adventure|Western,6.7,100000000
514,Jack and Jill,Dennis Dugan,Comedy,3.4,79000000
515,2 Fast 2 Furious,John Singleton,Action|Crime|Thriller,5.9,76000000
516,The Little Prince,Mark Osborne,Adventure|Animation|Drama|Family|Fantasy,7.8,81200000
517,The Invasion,Oliver Hirschbiegel,Sci-Fi|Thriller,5.9,80000000
518,The Adventures of Rocky & Bullwinkle,Des McAnuff,Adventure|Animation|Comedy|Family|Fantasy,4.1,76000000
519,The Secret Life of Pets,Yarrow Cheney,Animation|Comedy|Family,6.8,75000000
520,The League of Extraordinary Gentlemen,Stephen Norrington,Action|Adventure|Fantasy|Sci-Fi,5.8,78000000
521,Despicable Me 2,Pierre Coffin,Animation|Comedy|Family|Sci-Fi,7.5,76000000
522,Independence Day,Roland Emmerich,Action|Adventure|Sci-Fi,6.9,75000000
523,The Lost World: Jurassic Park,Steven Spielberg,Action|Adventure|Sci-Fi,6.5,73000000
524,Madagascar,Eric Darnell,Adventure|Animation|Comedy|Family,6.9,75000000
525,Children of Men,Alfonso Cuarón,Drama|Sci-Fi|Thriller,7.9,76000000
526,X-Men,Bryan Singer,Action|Adventure|Sci-Fi,7.4,75000000
527,Wanted,Timur Bekmambetov,Action|Crime|Fantasy|Thriller,6.7,75000000
528,The Rock,Michael Bay,Action|Adventure|Thriller,7.4,75000000
529,Ice Age: The Meltdown,Carlos Saldanha,Action|Adventure|Animation|Comedy|Family|Fantasy,6.9,80000000
530,50 First Dates,Peter Segal,Comedy|Romance,6.8,75000000
531,Hairspray,Adam Shankman,Comedy|Drama|Family|Music|Musical|Romance,6.7,75000000
532,Exorcist: The Beginning,Renny Harlin,Horror|Mystery|Thriller,5.1,50000000
533,Inspector Gadget,David Kellogg,Action|Adventure|Comedy|Family|Sci-Fi,4.1,75000000
534,Now You See Me,Louis Leterrier,Crime|Mystery|Thriller,7.3,75000000
535,Grown Ups,Dennis Dugan,Comedy,6,80000000
536,The Terminal,Steven Spielberg,Comedy|Drama,7.3,60000000
538,Hotel for Dogs,Thor Freudenthal,Comedy|Family,5.4,35000000
539,Vertical Limit,Martin Campbell,Action|Adventure|Drama|Thriller,5.9,75000000
540,Charlie Wilson's War,Mike Nichols,Biography|Comedy|Drama|History,7.1,75000000
541,Shark Tale,Bibo Bergeron,Adventure|Animation|Comedy|Family,6,75000000
542,Dreamgirls,Bill Condon,Drama|Music|Musical,6.5,70000000
544,Be Cool,F. Gary Gray,Comedy|Crime|Music,5.7,53000000
545,Munich,Steven Spielberg,Drama|History|Thriller,7.6,70000000
546,Tears of the Sun,Antoine Fuqua,Action|Drama|Thriller|War,6.6,70000000
547,Killers,Robert Luketic,Action|Comedy|Romance|Thriller,5.4,75000000
548,The Man from U.N.C.L.E.,Guy Ritchie,Action|Adventure|Comedy,7.3,75000000
549,Spanglish,James L. Brooks,Comedy|Drama|Romance,6.5,80000000
550,Monster House,Gil Kenan,Animation|Comedy|Family|Fantasy|Mystery,6.6,75000000
551,Bandits,Barry Levinson,Comedy|Crime|Drama|Romance,6.6,80000000
552,First Knight,Jerry Zucker,Action|Adventure|Romance|Thriller,5.9,55000000
553,Anna and the King,Andy Tennant,Drama|History|Romance,6.7,75000000
554,Immortals,Tarsem Singh,Action|Drama|Fantasy|Romance,6.1,75000000
555,Hostage,Florent-Emilio Siri,Action|Crime|Drama|Mystery|Thriller,6.6,52000000
556,Titan A.E.,Don Bluth,Action|Adventure|Animation|Family|Sci-Fi,6.6,75000000
557,Hollywood Homicide,Ron Shelton,Action|Comedy|Crime|Thriller,5.3,75000000
558,Soldier,Paul W.S. Anderson,Action|Drama|Sci-Fi,6,75000000
560,Monkeybone,Henry Selick,Animation|Comedy|Fantasy,4.7,75000000
561,Flight of the Phoenix,John Moore,Action|Adventure|Drama|Thriller,6.1,45000000
562,Unbreakable,M. Night Shyamalan,Drama|Mystery|Sci-Fi|Thriller,7.2,75000000
563,Minions,Kyle Balda,Action|Animation|Comedy|Family|Sci-Fi,6.4,74000000
564,Sucker Punch,Zack Snyder,Action|Fantasy,6.1,82000000
565,Snake Eyes,Brian De Palma,Crime|Mystery|Thriller,5.9,69000000
566,Sphere,Barry Levinson,Drama|Mystery|Sci-Fi|Thriller,6,75000000
567,The Angry Birds Movie,Clay Kaytis,Action|Animation|Comedy|Family,6.3,73000000
568,Fool's Gold,Andy Tennant,Action|Adventure|Comedy|Romance|Thriller,5.6,70000000
569,Funny People,Judd Apatow,Comedy|Drama,6.4,75000000
570,The Kingdom,Peter Berg,Action|Drama|Thriller,7.1,70000000
571,Talladega Nights: The Ballad of Ricky Bobby,Adam McKay,Action|Comedy|Sport,6.6,73000000
572,Dr. Dolittle 2,Steve Carr,Comedy|Family|Fantasy,4.6,72000000
573,Braveheart,Mel Gibson,Biography|Drama|History|War,8.4,72000000
574,Jarhead,Sam Mendes,Action|Drama|War,7.1,70000000
575,The Simpsons Movie,David Silverman,Adventure|Animation|Comedy,7.4,75000000
576,The Majestic,Frank Darabont,Drama|Romance,6.9,72000000
577,Driven,Renny Harlin,Action|Drama|Sport,4.5,72000000
578,Two Brothers,Jean-Jacques Annaud,Adventure|Drama|Family,7.1,59660000
579,The Village,M. Night Shyamalan,Drama|Mystery|Romance|Thriller,6.5,60000000
580,Doctor Dolittle,Betty Thomas,Comedy|Family|Fantasy,5.3,71500000
581,Signs,M. Night Shyamalan,Drama|Sci-Fi|Thriller,6.7,72000000
582,Shrek 2,Andrew Adamson,Adventure|Animation|Comedy|Family|Fantasy|Romance,7.2,150000000
583,Cars,John Lasseter,Adventure|Animation|Comedy|Family|Sport,7.2,120000000
584,Runaway Bride,Garry Marshall,Comedy|Romance,5.5,70000000
585,xXx,Rob Cohen,Action|Adventure|Thriller,5.8,70000000
586,The SpongeBob Movie: Sponge Out of Water,Paul Tibbitt,Adventure|Animation|Comedy|Family|Fantasy,6,74000000
587,Ransom,Ron Howard,Crime|Thriller,6.6,80000000
588,Inglourious Basterds,Quentin Tarantino,Adventure|Drama|War,8.3,75000000
589,Hook,Steven Spielberg,Adventure|Comedy|Family|Fantasy,6.7,70000000
590,Hercules,Brett Ratner,Action|Adventure,6,100000000
591,Die Hard 2,Renny Harlin,Action|Thriller,7.1,70000000
592,S.W.A.T.,Clark Johnson,Action|Adventure|Crime|Thriller,6,80000000
594,Vanilla Sky,Cameron Crowe,Fantasy|Mystery|Romance|Sci-Fi|Thriller,6.9,68000000
595,Lady in the Water,M. Night Shyamalan,Drama|Fantasy|Mystery|Thriller,5.6,70000000
596,AVP: Alien vs. Predator,Paul W.S. Anderson,Action|Horror|Sci-Fi|Thriller,5.6,60000000
597,Alvin and the Chipmunks: The Squeakquel,Betty Thomas,Animation|Comedy|Family|Fantasy|Music,4.5,75000000
598,We Were Soldiers,Randall Wallace,Action|Drama|History|War,7.1,75000000
599,Olympus Has Fallen,Antoine Fuqua,Action|Thriller,6.5,70000000
600,Star Trek: Insurrection,Jonathan Frakes,Action|Adventure|Sci-Fi|Thriller,6.4,58000000
601,Battle Los Angeles,Jonathan Liebesman,Action|Sci-Fi,5.8,70000000
602,Big Fish,Tim Burton,Adventure|Drama|Fantasy,8,70000000
603,Wolf,Mike Nichols,Drama|Horror|Romance|Thriller,6.2,70000000
604,War Horse,Steven Spielberg,Drama|War,7.2,66000000
605,The Monuments Men,George Clooney,Drama|War,6.1,70000000
